,00.상품코드,00.이미지_URL,00.상품_URL,00.상품코드,01.브랜드,02.상품명,03.가격,04.제품 주요 사양,05.모든 성분,06.총 평점,07.리뷰 개수,08_1.별점 1점,08_2.별점 2점,08_3.별점 3점,08_4.별점 4점,08_5.별점 5점,09_1.피부타입_건성,09_2.피부타입_복합성,09_3.피부타입_지성,10_1.피부고민_보습,10_2.피부고민_진정,10_3.피부고민_주름/미백,11_1.피부자극_없음,11_2.피부자극_보통,11_3.피부자극_있음
465,A000000151953,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015195303ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000129559&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000129559,차앤박,차앤박 에이클린 액티브 프레쉬너 토너 150ml(1908),28000,피부 고민이 많은 지성 피부,정제수 프로필렌글라이콜 나이아신아마이드 12헥산다이올 부틸렌글라이콜 소듐락테이트 징크피씨에이 판테놀 글리세린 말굽잔나비버섯추출물 도둑놈의지팡이뿌리추출물 알란토인 폴리솔베이트80 우레아 알지닌 펜틸렌글라이콜 말토스 살리실릭애씨드 프룩토오스 글리시레티닉애씨드 소듐하이알루로네이트 소듐클로라이드 소듐피씨에이 트레할로오스 판토락톤 베르가모트오일 약모밀추출물 은행추출물 글루코오스 에틸헥실글리세린 라반딘오일 솔잣나무잎너트줄기오일 아틀라스시다나무껍질오일 오렌지오일 왕귤껍질오일 더덕뿌리추출물 레몬밤잎추출물 무화과추출물 석류추출물 일랑일랑꽃오일 황련뿌리추출물 마데카소사이드 소듐하이드록사이드 시트릭애씨드 다이소듐이디티에이 리모넨,4.6,117,0.0,0.0,0.07,0.21,0.72,0.19,0.43,0.38,0.22,0.78,0.01,0.61,0.39,0.02
466,A000000153407,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015340703ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000117865&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000117865,아크네스,아크네스 모이스처 로션 150ml_NEW,15000,무색,정제수 부틸렌글라이콜 카프릴릭카프릭트라이글리세라이드 글리세린 베타인 식물성오일 폴리글리세릴3메틸글루코오스다이스테아레이트 다이메티콘 카바카바잎뿌리줄기추출물 당느릅나무뿌리추출물 줄맨드라미씨추출물 쇠비름추출물 칡뿌리추출물 스페인감초뿌리추출물 작약뿌리추출물 천궁뿌리추출물 그나팔리움 레온토포디움꽃추출물 데이지꽃추출물 귤껍질추출물 레몬밤추출물 수용성콜라겐 알로에베라잎즙 소듐하이알루로네이트 하이드로제네이티드레시틴 사과수 올리브오일 티트리잎오일 알란토인 카보머 트라이에탄올아민 글리세릴스테아레이트 소듐스테아로일글루타메이트 잔탄검 o사이멘5올 카프릴하이드록사믹애씨드 다이소듐이디티에이 소듐폴리아크릴레이트 토코페릴아세테이트 피브이엠엠에이코폴리머 판테놀 폴릭애씨드 락틱애씨드 살리실릭애씨드 세라마이드엔피 콜레스테롤 라피노오스 트로메타민 팔미토일펜타펩타이드4 피이지100스테아레이트 폴리솔베이트20 향료 카프릴릴글라이콜,4.6,376,0.0,0.01,0.05,0.22,0.71,0.09,0.55,0.36,0.31,0.69,0.01,0.73,0.27,0.01
467,A000000145833,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014583310ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153187&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153187,케어존,케어존 노르데나우 워터 토너 대용량 300ml,25000,모든피부용,정제수 디프로필렌글라이콜 12헥산디올 판테놀 트레할로스 메칠글루세스20 글리세린 피이지40하이드로제네이티드캐스터오일 아크릴레이트C1030알킬아크릴레이트크로스폴리머 트로메타민 소듐하이알루로네이트 트리소듐이디티에이 잔탄검 퉁퉁마디추출물 히솝추출물 쓴박하추출물 페우세디눔 오스트루튬잎추출물 엘더꽃추출물 말로우추출물 페퍼민트잎추출물 카우슬립추출물 성모초추출물 꼬리풀추출물 레몬밤잎추출물 서양톱풀추출물 향료 리모넨 리날룰,4.8,59,0.0,0.0,0.03,0.17,0.8,0.25,0.63,0.12,0.51,0.47,0.02,0.73,0.25,0.02
468,A000000145566,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014556608ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153188&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153188,케어존,케어존 아큐어 토너 대용량 300ml,25000,모든피부용,정제수 디프로필렌글라이콜 프로판디올 12헥산디올 글리세린 바이오사카라이드검1 판테놀 귤껍질추출물 나이아신아마이드 쓴박하추출물 엘더꽃추출물 페우세디눔 오스트루튬잎추출물 히솝추출물 꼬리풀추출물 레몬밤잎추출물 말로우추출물 성모초추출물 카우슬립추출물 페퍼민트잎추출물 서양톱풀추출물 피이지40하이드로제네이티드캐스터오일 옥틸도데세스16 소듐시트레이트 트리소듐이디티에이 시트릭애씨드 소듐하이알루로네이트 소듐폴리아크릴레이트 라임전초오일 로즈마리잎오일 베르가모트오일 티트리잎오일 유칼립투스잎오일 리모넨 리날룰,4.8,99,0.0,0.0,0.03,0.12,0.85,0.09,0.62,0.29,0.11,0.89,0.01,0.62,0.38,0.0
469,A000000145277,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014527703ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000117854&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000117854,헤지스 맨 룰429,헤지스맨 룰429 리프레싱 토너 200ml,32000,모든 피부용,정제수 변성알코올 부틸렌글라이콜 12헥산다이올 소듐하이알루로네이트 에난티아 클로란타껍질추출물 캐롭씨추출물 마트리카리아꽃추출물 구주물푸레나무껍질추출물 월계수잎추출물 부들추출물 블루아가베잎추출물 가시칠엽수추출물 홍차추출물 아이브라이트추출물 글리세린 콜레스24 카프릴릴글라이콜 에틸헥실글리세린 다이프로필렌글라이콜 아데노신 다이메티콘 트로메타민 레시틴 프로판다이올 올레아놀릭애씨드 시트릭애씨드 카보머 다이소듐이디티에이 소듐벤조에이트 향료 리모넨 리날룰,4.7,178,0.0,0.0,0.03,0.25,0.72,0.17,0.64,0.19,0.43,0.52,0.05,0.61,0.39,0.02
470,A000000139244,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013924401ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153727&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153727,아워비건,아워 비건 어성초 시카 크림 100ml,28000,모든 피부용,정제수 부틸렌글라이콜 약모밀추출물어성초추출물 5 카프릴릭카프릭트라이글리세라이드 글리세린 다이카프릴릴카보네이트 12헥산다이올 폴리글리세릴3스테아레이트 세테아릴올리베이트 판테놀 병풀추출물 밤부사 불가리스수 편백수 자작나무수액 베타인 카프릴릴글라이콜 하이드로제네이티드레시틴 아크릴레이트C1030알킬아크릴레이트크로스폴리머 소듐카보머 하이드록시에틸셀룰로오스 잔탄검 다이소듐이디티에이,4.7,82,0.02,0.01,0.05,0.11,0.8,0.26,0.62,0.12,0.41,0.57,0.02,0.84,0.16,0.0
471,A000000139261,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013926101ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153407&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153407,아이소이,[응급진정패드] 아이소이 아크니닥터 1st 스팟 패드 60매,23800,모든 피부타입,정제수 글리세린 베타인 에탄올 판테놀 고삼뿌리추출물 비타민나무열매추출물 약모밀추출물 병풀추출물 밤껍질추출물 흰버드나무껍질추출물 다마스크장미꽃수 레몬향티트리오일 락토바실러스콩발효추출물 육계나무껍질추출물 오레가노잎추출물 편백잎추출물 쇠비름추출물 잔탄검 부틸렌글라이콜 12헥산다이올 포트마리골드꽃추출물 황금추출물 모란뿌리추출물 스페인감초뿌리추출물 시트랄 시트로넬올 자연유래 에센셜 오일에 원래 포함된 성분입니다,4.7,306,0.0,0.01,0.05,0.13,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,A000000139273,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013927301ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000116928&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000116928,이자녹스,이자녹스 크리스탈 에이징 컴포팅 토너 150ml,38000,모든피부용,정제수 글리세린 디프로필렌글라이콜 트리에칠헥사노인 펜타에리스리틸테트라에칠헥사노에이트 12헥산디올 변성알코올 허니서클꽃추출물 포도덩굴수액 베타인 판테놀 소듐하이알루로네이트 사이클로펜타실록산 트로메타민 아크릴레이트C1030알킬아크릴레이트크로스폴리머 트리소듐이디티에이 카카오씨추출물 덱스트린 폴리소르베이트60 황색4호 향료 리모넨 리날룰,4.7,92,0.0,0.0,0.04,0.23,0.73,0.58,0.42,0.0,0.66,0.18,0.16,0.62,0.38,0.0
473,A000000139348,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013934802ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153492&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153492,리얼베리어,리얼베리어 아쿠아 수딩 앰플 패드 70매,25000,모든피부용,정제수 부틸렌글라이콜 글리세린 메틸프로판다이올 12헥산다이올 옥틸도데세스16 펜틸렌글라이콜 암모늄아크릴로일다이메틸타우레이트브이피코폴리머 알란토인 판테놀 하이드록시에틸아크릴레이트소듐아크릴로일다이메틸타우레이트코폴리머 에틸헥실글리세린 카프릴릭카프릭트라이글리세라이드 아크릴레이트C1030알킬아크릴레이트크로스폴리머 다이소듐이디티에이 글리세릴아크릴레이트아크릴릭애씨드코폴리머 다이포타슘글리시리제이트 알지닌 잔탄검 피브이엠엠에이코폴리머 멘틸락테이트 에틸멘탄카복사마이드 솔비탄아이소스테아레이트 블루탄지꽃오일 메틸다이아이소프로필프로피온아마이드 라벤더오일 프로판다이올 소듐하이알루로네이트 에리스리톨 미리스토일팔미토일옥소스테아라마이드아라카마이드엠이에이 세라마이드엔피 하이드롤라이즈드글라이코사미노글리칸 토코페롤 자일리틸글루코사이드 안하이드로자일리톨 자일리톨 소듐하이알루로네이트크로스폴리머 하이드롤라이즈드하이알루로닉애씨드 글루코오스 하이드록시프로필트라이모늄하이알루로네이트 하이알루로닉애씨드 소듐아세틸레이티드하이알루로네이트,4.6,425,0.0,0.01,0.09,0.17,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,A000000139836,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013983606ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153507&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153507,라운드어라운드,라운드어라운드 그린티 약산성 마일드 파하 토너 200ml,16000,모든 피부용 지성복합성민감성 피부용,녹차수849 프로판다이올 부틸렌글라이콜 12헥산다이올 정제수 글루코노락톤10000ppm 소듐시트레이트 트로메타민 글리세레스25피씨에이아이소스테아레이트 에틸헥실글리세린 판테놀 알란토인 셀룰로오스검 다이소듐이디티에이 병풀추출물 시트릭애씨드 약모밀추출물 멕시칸치아씨추출물 펜틸렌글라이콜 마데카소사이드 무화과추출물,4.6,139,0.0,0.02,0.06,0.22,0.7,0.14,0.6,0.26,0.24,0.74,0.02,0.61,0.34,0.05
475,A000000141252,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014125202ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000116927&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000116927,이자녹스,이자녹스 크리스탈 에이징 컴포팅 에멀전 130ml,42000,모든피부용,정제수 글리세린 디프로필렌글라이콜 부틸렌글라이콜 펜타에리스리틸테트라에칠헥사노에이트 하이드로제네이티드폴리데센 메도우폼씨오일 12헥산디올 하이드로제네이티드레시틴 락토바실러스콩발효추출물 트리에칠헥사노인 글리세릴스테아레이트 허니서클꽃추출물 포도덩굴수액 C1422알코올 디메치콘 디펜타에리스리틸헥사C59애씨드에스터 마카다미아씨오일 미리스틱애씨드 베헤닉애씨드 베헤닐알코올 사이클로펜타실록산 세라마이드엔피 쉐어버터 스테아릭애씨드 스테아릴알코올 스쿠알란 아라키딜글루코사이드 카보머 카카오씨추출물 덱스트린 콜레스테롤 트로메타민 트리소듐이디티에이 판테놀 피이지100스테아레이트 피토스핑고신 효모감자추출물발효여과물 효모보리씨발효여과물 향료 리모넨 리날룰,4.6,113,0.0,0.0,0.05,0.27,0.68,0.54,0.43,0.04,0.66,0.15,0.19,0.63,0.35,0.02
476,A000000140891,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014089107ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000116658&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000116658,유리아쥬,유리아쥬 배리어덤 시카 토너 250ml,28000,민감 피부,정제수온천수부틸렌글라이콜글리세린마그네슘알루미늄실리케이트피이지80글리세릴코코에이트클로페네신카퍼글루코네이트소듐덱스트란설페이트잔탄검망가니즈글루코네이트피브이피징크글루코네이트피토스핑고신소듐하이드록사이드아시아티코사이드 250000ppm,4.6,516,0.01,0.02,0.07,0.2,0.71,0.24,0.56,0.2,0.29,0.71,0.01,0.71,0.29,0.01
477,A000000140734,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014073402ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000117622&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000117622,엠브리올리스,엠브리올리스 필라덤 에멀젼 75ml,36000,모든 피부 타입,정제수 미네랄오일 스쿠알란 스테아릭애씨드 팔미틱애씨드 글리세릴스테아레이트에스이 스테아레스10 시어버터 비즈왁스 트라이에탄올아민 세틸팔미테이트 12헥산다이올 카프릴릴글라이콜 폴리아크릴아마이드 향료 C1314아이소파라핀 프로필렌글라이콜 라우레스7 트로폴론 하이드롤라이즈드콩단백질 알로에베라잎추출물,4.3,27,0.04,0.0,0.07,0.37,0.52,0.52,0.44,0.04,0.74,0.26,0.0,0.67,0.33,0.0
478,A000000139029,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013902902ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000120482&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000120482,아벤느,아벤느 젠틀 토닝 로션 100ml,17200,모든피부타입,아벤느온천수아쿠아 향료 하이드로제네이티드스타치하이드롤리세이트 피이지7글리세릴코코에이트 페녹시에탄올 스테아랄코늄헥토라이트 트리소듐이디티에이 정제수,4.6,423,0.0,0.01,0.06,0.2,0.73,0.23,0.61,0.16,0.31,0.69,0.01,0.71,0.27,0.02
