,title,book_id,author,publisher,price,review_cnt,review_score,pub_year,country,weighted_vote
7103,연인에게 생긴 일,202009,채영주,문학동네,"5,850",1.0,4.0, 1997년 2월,한국,3.10995
7104,불꽃 / 테러리스트,64330,선우휘,을유문화사,"3,150",0.0,0.0, 1994년 9월,한국,2.2199
7105,님의 침묵,34504,한용운,을유문화사,"2,250",2.0,4.0, 1994년 4월,한국,3.406633333333333
7106,선도체험기 120,244217366,김태영,글앤북,"15,000",0.0,0.0, 2020년 6월,한국,2.2199
7107,엄마는 목욕중,240760531,김지현,걸음동무,"10,800",10.0,5.0, 2020년 5월,한국,4.747263636363636
7108,기생감,223547015,송한별,온우주,"11,700",0.0,0.0, 2019년 12월,한국,2.2199
7109,평일의 비행,205838493,라유경,청색종이,"4,500",0.0,0.0, 2019년 8월,한국,2.2199
7110,불멸의 백제 1,186203083,이원호,반딧불이(한결미디어),"13,500",0.0,0.0, 2019년 3월,한국,2.2199
7111,이인좌의 봄,178689377,안휘,인문서원,"13,500",6.0,4.5, 2019년 1월,한국,4.174271428571428
7112,[POD] 염마,187625145,채만식,부크크(bookk),"16,500",0.0,0.0, 2019년 1월,한국,2.2199
7113,꽃돌,177193369,윤혜령,나남출판,"13,320",4.0,5.0, 2018년 12월,한국,4.44398
7114,떠나는 그대에게,176801122,김어흥,비단숲,"12,600",2.0,4.5, 2018년 12월,한국,3.7399666666666667
7115,답답한 재주를 가진 남자,176276570,박진영,리니문고,"11,700",8.0,5.0, 2018년 11월,한국,4.6911000000000005
7116,[세트] 테이크아웃 9~11 세트 - 전3권,165537488,최은영,미메시스,"21,060",0.0,0.0, 2018년 9월,한국,2.2199
7117,변신 1,130855375,이원호,반딧불이(한결미디어),"13,500",0.0,0.0, 2018년 2월,한국,2.2199
7118,젊은 세대,128047174,염상섭,글누림,"23,750",0.0,0.0, 2017년 12월,한국,2.2199
7119,치매전쟁,122854638,송현,지에이소프트,"12,420",6.0,5.0, 2017년 11월,한국,4.602842857142857
7120,하린,116373579,민명기,중앙books(중앙북스),"13,500",0.0,0.0, 2017년 6월,한국,2.2199
7121,바이폴라 할머니,111054096,전경자,알렙,"11,700",1.0,1.0, 2017년 6월,한국,1.60995
7122,[POD] 심리로 봉다방,109555808,왕고래,부크크(bookk),"17,200",0.0,0.0, 2017년 5월,한국,2.2199
7123,"[큰글자도서] 달려라, 아비 2",107090954,김애란,미디어창비,"19,000",1.0,4.0, 2017년 2월,한국,3.10995
7124,손잡고 허밍,103409346,이정임,호밀밭,"11,700",8.0,4.5, 2016년 12월,한국,4.246655555555556
7125,해적 앤솔로지,87647732,오소리,에픽로그,"13,500",1.0,5.0, 2016년 6월,한국,3.60995
7126,맨헌터 태성 시리즈 세트 - 전3권,81449013,방진호,구픽,"29,700",89.0,5.0, 2016년 4월,한국,4.969110000000001
7127,벙어리 삼룡이 : 나도향 단편전집,63192564,나도향,애플북스,"13,320",1.0,5.0, 2015년 7월,한국,3.60995
7128,신의 전설 3,60365065,이원호,스토리뱅크,"13,500",0.0,0.0, 2015년 5월,한국,2.2199
7129,미시시피 카페,55664282,오정은,디아망,"12,150",19.0,4.0, 2015년 4월,한국,3.9109949999999998
7130,제갈량과 20세기 동양적 혁명을 논하다,55198865,유원표,산지니,"18,000",0.0,0.0, 2015년 3월,한국,2.2199
7131,조세희 : 모독 Insult,49098065,조세희,도서출판 아시아,"7,650",1.0,5.0, 2014년 11월,한국,3.60995
7132,이히 리베 디히,48114017,변소영,북멘토(도서출판),"10,800",6.0,4.5, 2014년 10월,한국,4.174271428571428
7133,황금보검,41231463,김정현,열림원,"12,150",16.0,4.0, 2014년 5월,한국,3.8952882352941174
7134,불굴혼 박정희 세트 - 전10권,42836051,고정일,동서문화동판(동서문화사),"108,000",1.0,5.0, 2014년 5월,한국,3.60995
7135,정도전 3,38925396,임종일,인문서원,"11,700",0.0,0.0, 2014년 4월,한국,2.2199
7136,아메리칸 앨리,33886943,마린,삶창(삶이보이는창),"9,900",1.0,5.0, 2013년 11월,한국,3.60995
7137,술集,12174175,배명희,우리글,"10,800",0.0,0.0, 2011년 7월,한국,2.2199
7138,차고 미끈거리는 슬픔,8306478,류경희,은행나무,"10,350",13.0,4.5, 2010년 12월,한국,4.337135714285715
7139,남정현 작품집,7056655,남정현,지만지(지식을만드는지식),"11,400",0.0,0.0, 2010년 5월,한국,2.2199
7140,민트,4264994,아게하,발해,"8,100",0.0,0.0, 2009년 7월,한국,2.2199
7141,나의 집을 떠나며,4283660,현길언,문학과지성사,"9,000",0.0,0.0, 2009년 7월,한국,2.2199
7142,개척자 2,4257788,이원호,반딧불이(한결미디어),"9,900",0.0,0.0, 2009년 7월,한국,2.2199
7143,젊은 소설 2009,3283055,문학나무,문학나무,"10,800",2.0,4.0, 2009년 2월,한국,3.406633333333333
7144,어느 성형미녀의 수다 2,2189654,신동훈,한솜,"8,100",1.0,5.0, 2008년 5월,한국,3.60995
7145,황금열쇠 3,2239241,박이수,청어람,"9,000",1.0,3.0, 2008년 5월,한국,2.60995
7146,소설 쓰는 여자,1031661,채희윤,현대문학,"8,820",1.0,4.0, 2008년 1월,한국,3.10995
7147,무서운 이야기 세트 - 전4권,18031954,송준의,씨앤톡,"35,100",0.0,0.0, 2007년 12월,한국,2.2199
7148,티켓 밀라노,926319,최승유,서울북스,"8,010",0.0,0.0, 2007년 5월,한국,2.2199
7149,사로잡힌 영혼,888482,유재용,문학사상사,"9,000",2.0,5.0, 2007년 2월,한국,4.0733
7150,연개소문 1,283634,유현종,행림출판사,"8,100",1.0,3.0, 2006년 3월,한국,2.60995
7151,만두 빚는 여자,616273,은미희,자음과모음(이룸),"8,550",4.0,4.0, 2006년 1월,한국,3.64398
7152,박완서 문학앨범 세트 - 전3권,11633952,박완서,웅진지식하우스,"30,600",2.0,5.0, 2005년 9월,한국,4.0733
7153,랑의 환국 1,583443,신상득,이채,"9,000",3.0,3.5, 2005년 8월,한국,3.1799749999999998
7154,산 너머 남촌,563461,이문구,랜덤하우스코리아,"7,650",0.0,0.0, 2005년 5월,한국,2.2199
7155,겨울강 하늬바람,555566,박범신,일송포켓북,"3,780",0.0,0.0, 2005년 4월,한국,2.2199
7156,해파리에 관한 명상,445647,이순원,작가정신,"6,300",0.0,0.0, 2003년 12월,한국,2.2199
7157,"유대리는 어디에서, 어디로 사라졌는가?",434649,이치은,민음사,"7,650",6.0,3.0, 2003년 9월,한국,2.8885571428571426
7158,널 사랑하게 해봐,409039,정정희,문학동네,"7,650",3.0,3.5, 2003년 4월,한국,3.1799749999999998
7159,쑥 캐는 불장이 딸,324084,박병례,실천문학사,"7,200",0.0,0.0, 2001년 12월,한국,2.2199
7160,한국 국민에게 고함 1,939056,김성종,남도출판사,"7,200",0.0,0.0, 1998년 8월,한국,2.2199
7161,플라스틱 섹스,190396,이남희,창비,"6,750",0.0,0.0, 1998년 1월,한국,2.2199
7162,사랑의 기쁨 -하,68156,최인호,여백(여백미디어),"6,750",0.0,0.0, 1997년 2월,한국,2.2199
7163,소년원,281781439,김한식,생각나눔(기획실크),"11,700",0.0,0.0, 2021년 10월,한국,2.2199
7164,허상,280102729,이병주,바이북스,"11,700",0.0,0.0, 2021년 9월,한국,2.2199
7165,산하는 말이 없다 - 속편,279596660,김동위,온북스,"22,500",0.0,0.0, 2021년 9월,한국,2.2199
7166,당신의 머리 위에 2부 3,267671756,박건,청어람,"9,900",0.0,0.0, 2021년 3월,한국,2.2199
7167,Lemon in the Kitchen,257910061,붉은달,피넛버터쉐이크,"9,000",6.0,5.0, 2020년 11월,한국,4.602842857142857
7168,백제 지수신 - 하,246439583,류정식,물병자리H,"12,420",5.0,5.0, 2020년 7월,한국,4.53665
7169,달뜨기 마을,238218466,안재성,목선재,"12,420",9.0,4.5, 2020년 5월,한국,4.27199
7170,피시스케이프,231803909,이용준,도서출판 아시아,"13,500",2.0,5.0, 2020년 1월,한국,4.0733
7171,다문화주의자,222134837,류광호,마음지기,"11,700",9.0,4.5, 2019년 12월,한국,4.27199
7172,불멸의 백제 2,186203364,이원호,반딧불이(한결미디어),"13,500",0.0,0.0, 2019년 3월,한국,2.2199
7173,1919 유관순,185837476,윤학렬,힐링21,"13,320",0.0,0.0, 2019년 3월,한국,2.2199
7174,소녀 유관순,186770127,안혜숙,문학의식사,"10,800",0.0,0.0, 2019년 2월,한국,2.2199
7175,창문 없는 방,175781038,류광호,홍성사,"10,800",2.0,4.5, 2018년 11월,한국,3.7399666666666667
7176,"아, 조선",175491183,장혁주,소명출판,"12,600",0.0,0.0, 2018년 11월,한국,2.2199
7177,[POD] 날개 : 이상 BEST 단편선,164306430,이상,부크크(bookk),"13,000",0.0,0.0, 2018년 8월,한국,2.2199
7178,귓속말 2,123901442,신윤경,비단숲,"12,600",0.0,0.0, 2017년 11월,한국,2.2199
7179,번역시.소설.번역 소설,119991762,이병기,전북대학교출판문화원,"18,000",0.0,0.0, 2017년 10월,한국,2.2199
7180,사랑할 땐 사랑이 보이지 않았네 1,118306226,한차현,도모북스,"12,600",0.0,0.0, 2017년 10월,한국,2.2199
7181,퍼스트 킬,111562641,방진호,새파란상상(파란미디어),"10,800",1.0,4.0, 2017년 6월,한국,3.10995
7182,이상 전집 : 제3권 수필집 복각판,86826050,이상,스타북스,"7,650",1.0,4.0, 2016년 6월,한국,3.10995
7183,광풍 3,84701955,이원호,스토리뱅크,"13,500",0.0,0.0, 2016년 6월,한국,2.2199
7184,잊혀진 사람들,69026608,유이혜경,모시는사람들,"10,450",2.0,3.5, 2015년 11월,한국,3.0732999999999997
7185,꾼 1,65616205,이윤희,누보,"12,420",1.0,5.0, 2015년 8월,한국,3.60995
7186,이범선 : 오발탄 A Stray Bullet,53721340,이범선,도서출판 아시아,"7,650",0.0,0.0, 2015년 1월,한국,2.2199
7187,바간의 꿈,50110097,서정인,양영,"13,500",0.0,0.0, 2014년 11월,한국,2.2199
7188,"세월호, 꿈은 잊혀지지 않습니다",47354087,유종민,타래,"10,800",6.0,4.5, 2014년 10월,한국,4.174271428571428
7189,안젤라 신드롬,44075921,이재찬,네오북스,"11,700",5.0,4.0, 2014년 7월,한국,3.703316666666667
7190,탐정은 어디에,42737077,오수완,곰,"11,700",6.0,4.5, 2014년 6월,한국,4.174271428571428
7191,장옥정,25429984,조정우,청어,"10,800",5.0,5.0, 2013년 4월,한국,4.53665
7192,천사의 세레나데,19672128,이명랑,뿔(웅진),"11,700",0.0,0.0, 2012년 9월,한국,2.2199
7193,한일전쟁 - 상,18505409,김병욱,영상출판미디어(주),"10,620",0.0,0.0, 2012년 7월,한국,2.2199
7194,오자서 열전,18005473,이수광,아리샘,"13,500",0.0,0.0, 2012년 7월,한국,2.2199
7195,워커바웃,18183860,김하경,삶창(삶이보이는창),"10,800",3.0,4.5, 2012년 6월,한국,3.9299749999999998
7196,아흔아홉,17662029,김도연,작가정신,"9,900",12.0,4.0, 2012년 6월,한국,3.863069230769231
7197,"존재인 척, 아닌 척",15517879,박금산,뿔(웅진),"11,700",5.0,4.0, 2012년 3월,한국,3.703316666666667
7198,무신 김준,15408076,이수광,아름다운날,"10,800",7.0,4.0, 2012년 2월,한국,3.7774875
7199,민회빈 강씨,12936991,김용상,멜론,"10,800",5.0,4.0, 2011년 8월,한국,3.703316666666667
7200,흰 눈썹 휘날리며,12778699,구광본,돋을새김,"9,000",3.0,4.5, 2011년 8월,한국,3.9299749999999998
7201,좌옹의 길,7047702,조성기,뿔(웅진),"9,900",0.0,0.0, 2010년 5월,한국,2.2199
7202,백신애 선집,3432344,이중기,현대문학,"10,800",1.0,4.0, 2009년 3월,한국,3.10995
7203,남자의 꿈 1,2374436,이원호,반딧불이(한결미디어),"9,000",0.0,0.0, 2008년 7월,한국,2.2199
7204,비련사 가는 길,2103699,오을식,청어,"8,100",0.0,0.0, 2008년 4월,한국,2.2199
7205,나무가 꾸는 꿈,1700867,김재진,바움,"8,550",0.0,0.0, 2008년 1월,한국,2.2199
7206,메밀꽃 필 무렵 & 산 & 돼지 외,1027883,이효석,북앤북,"6,750",1.0,5.0, 2008년 1월,한국,3.60995
7207,아메리카,930774,조해일,책세상,"8,100",0.0,0.0, 2007년 6월,한국,2.2199
7208,열정시대 1,905622,이원호,반딧불이(한결미디어),"8,820",0.0,0.0, 2007년 4월,한국,2.2199
7209,생일 선물,594595,박금산,랜덤하우스코리아,"8,820",0.0,0.0, 2005년 10월,한국,2.2199
7210,마라난타,561236,민희식,화남출판사,"8,100",0.0,0.0, 2005년 5월,한국,2.2199
7211,죽죽선녀를 만나다,505440,박정애,문학사상사,"7,200",2.0,4.5, 2004년 7월,한국,3.7399666666666667
7212,특별한 선물,487166,이서인,화남출판사,"8,100",2.0,3.5, 2004년 5월,한국,3.0732999999999997
7213,머나먼 쏭바강 1,471102,박영한,이가서,"9,900",0.0,0.0, 2004년 3월,한국,2.2199
7214,선도체험기 72,441244,김태영,유림,"7,200",2.0,4.5, 2003년 11월,한국,3.7399666666666667
7215,체리브라썸,363642,이청해,작가정신,"6,300",1.0,1.0, 2002년 7월,한국,1.60995
7216,무지개에는 왜 검은색이 없을까요?,272452,백은하,은행나무,"7,020",0.0,0.0, 2001년 3월,한국,2.2199
7217,보트 하우스,220099,장정일,프레스21,"6,300",2.0,4.0, 2000년 1월,한국,3.406633333333333
7218,대한국인 1,192837,이원호,은행나무,"6,750",1.0,5.0, 1999년 5월,한국,3.60995
7219,삼국지 고증학 1,187079,이전원,청양,"6,300",0.0,0.0, 1997년 2월,한국,2.2199
7220,인도로 간 예수,269090,송기원,창비,"5,850",1.0,4.0, 1995년 10월,한국,3.10995
7221,B사감과 러브레터 운수 좋은 날 외,176377,현진건,하서출판사,"4,950",2.0,4.5, 1994년 2월,한국,3.7399666666666667
7222,아! 이러니? 하고도 웃픈 시점,290827601,박상권,부크크(bookk),"10,000",0.0,0.0, 2022년 3월,한국,2.2199
7223,군도,288529137,문호준,청어,"12,600",0.0,0.0, 2022년 2월,한국,2.2199
7224,대장동,289957410,송광영,부크크(bookk),"7,400",0.0,0.0, 2022년 2월,한국,2.2199
7225,당신의 계절이 지나가면,290422590,주얼,이스트엔드,"10,800",0.0,0.0, 2022년 1월,한국,2.2199
7226,[큰글자도서] 행성어 서점,285742280,김초엽,마음산책,"25,000",0.0,0.0, 2021년 11월,한국,2.2199
7227,"Selected Works of Na Hye-seok, the Korean Pioneer of Women’s Liberation",279793916,나혜석,북랩,"13,320",0.0,0.0, 2021년 9월,한국,2.2199
7228,필사의 힘 : 김승옥처럼 《차나 한 잔》 따라쓰기,275472305,김승옥,미르북컴퍼니,"13,320",0.0,0.0, 2021년 7월,한국,2.2199
7229,마주+보다,270623150,오주안,텍스트CUBE,"13,300",6.0,5.0, 2021년 6월,한국,4.602842857142857
7230,무학대사전,270541350,장유정,두두,"8,820",7.0,5.0, 2021년 5월,한국,4.6524875
7231,두 달 뜨는 밤,269651743,양윤희,밥북,"10,800",4.0,5.0, 2021년 4월,한국,4.44398
7232,정기룡 4,269339893,하용준,엠에스북스,"12,150",0.0,0.0, 2021년 4월,한국,2.2199
7233,지게차 왕,266036749,정재무,청어,"11,700",0.0,0.0, 2021년 3월,한국,2.2199
7234,아파트 공화국에 무너진 내 인생,266211511,채복기,하움출판사,"9,900",0.0,0.0, 2021년 3월,한국,2.2199
7235,"김유정, 김동인 단편소설 10선",263030451,김유정,북랩,"11,520",0.0,0.0, 2021년 2월,한국,2.2199
7236,깃발 5,263023057,이계홍,종합출판범우,"11,700",0.0,0.0, 2021년 1월,한국,2.2199
7237,콜트 45,262379503,정광모,산지니,"13,500",1.0,5.0, 2020년 12월,한국,3.60995
7238,"네헤마, 우리들의 어머니",257445544,김민경,복고기봉,"13,500",1.0,5.0, 2020년 12월,한국,3.60995
7239,세 사람을 위한 레시피,265565696,김도언,모랑,"11,700",0.0,0.0, 2020년 11월,한국,2.2199
7240,잠자코 여름을 기다릴 것,258088331,유자차스튜디오,문학여행,"12,600",0.0,0.0, 2020년 11월,한국,2.2199
7241,구름섬,268202180,이경아,인디펍,"10,800",3.0,5.0, 2020년 11월,한국,4.304975
7242,열혈 제1부 : 10년 한,253817027,송헌수,휴앤스토리,"12,600",0.0,0.0, 2020년 10월,한국,2.2199
7243,"혈의 누, 모란봉",248831345,이인직,새문사,"15,000",0.0,0.0, 2020년 8월,한국,2.2199
7244,더 드림 팀,247013902,김지오,바른북스,"13,320",12.0,4.5, 2020년 8월,한국,4.324607692307692
7245,경주잡문,203468945,김혜린,아름다움,"9,900",0.0,0.0, 2019년 8월,한국,2.2199
7246,물리적 오류 발생 보고서,200669722,홍지운,네오픽션,"10,800",5.0,4.5, 2019년 8월,한국,4.119983333333334
7247,시간 전당포,195229800,현강석,물망초,"13,500",1.0,5.0, 2019년 6월,한국,3.60995
7248,이상 소설집,192895106,이상,피치마켓,"13,500",0.0,0.0, 2018년 12월,한국,2.2199
7249,The Lonely Seeker in the Fog,178356664,지만원,시스템,"18,000",0.0,0.0, 2018년 12월,한국,2.2199
7250,고요한 이웃,176603931,양혜영,삶창(삶이보이는창),"10,800",11.0,4.5, 2018년 11월,한국,4.309991666666667
7251,망각,161939669,조정희,BG북갤러리,"11,250",1.0,5.0, 2018년 8월,한국,3.60995
7252,십오만원사건,148597945,김준,민속원,"29,000",0.0,0.0, 2018년 5월,한국,2.2199
7253,태종 이방원 1,98259973,방기환,문지사,"13,500",0.0,0.0, 2016년 12월,한국,2.2199
7254,무인행 제4부 5,93774589,소년행,씨앗을뿌리는사람,"11,700",1.0,5.0, 2016년 10월,한국,3.60995
7255,대왕의 보검 1,55638381,오세영,나남출판,"11,520",2.0,4.5, 2015년 4월,한국,3.7399666666666667
7256,포산 들꽃,53418563,이상규,작가와비평,"11,520",1.0,5.0, 2015년 2월,한국,3.60995
7257,"백가흠 : 쁘이거나 쯔이거나 Puy, Thuy, Whatever",41916663,백가흠,도서출판 아시아,"6,300",0.0,0.0, 2014년 6월,한국,2.2199
7258,나무집 이야기,27292015,이수민,새파란상상(파란미디어),"12,600",2.0,4.0, 2013년 6월,한국,3.406633333333333
7259,진실한 고백,21357649,조두진,예담,"10,800",15.0,4.5, 2012년 11월,한국,4.35749375
7260,불굴혼 박정희 1,18105772,고정일,동서문화동판(동서문화사),"13,500",0.0,0.0, 2012년 8월,한국,2.2199
7261,태풍소년,17980965,임수현,문학과지성사,"10,800",1.0,3.0, 2012년 6월,한국,2.60995
7262,독도대전,14923769,유성일,행성B(행성비),"11,700",11.0,4.0, 2012년 2월,한국,3.851658333333333
7263,청원,13963050,김현,북스퀘어,"4,500",37.0,4.5, 2011년 11월,한국,4.439997368421053
7264,엄흥섭 선집,6740972,엄흥섭,현대문학,"10,800",0.0,0.0, 2010년 4월,한국,2.2199
7265,소설 팔괘 1,5856294,김승호,선영사,"10,800",0.0,0.0, 2009년 11월,한국,2.2199
7266,구슬똥을 누는 사나이,4314627,전아리,포럼,"9,900",5.0,4.0, 2009년 7월,한국,3.703316666666667
7267,보이지 않는 제국,2394704,윤상일,지상사,"9,900",0.0,0.0, 2008년 7월,한국,2.2199
7268,시계탑 + 즐거운 장난 세트 -전2권,2209464,전아리,문학동네,"17,100",0.0,0.0, 2008년 5월,한국,2.2199
7269,하늘의 심장은 구름 1,1701775,상큼한,"꽃님(다진문화사,삼양출판사)","8,100",0.0,0.0, 2008년 1월,한국,2.2199
7270,20세기 한국소설 - 전36권 세트,604280,김원일,창비,"226,800",2.0,5.0, 2005년 11월,한국,4.0733
7271,델로스의 너무 슬프지 않니?,591445,이용범,안그라픽스,"8,100",0.0,0.0, 2005년 10월,한국,2.2199
7272,그날이 오면,567765,심훈,종합출판범우,"11,700",0.0,0.0, 2005년 6월,한국,2.2199
7273,토정 이지함,513298,이문구,랜덤하우스코리아,"7,650",0.0,0.0, 2004년 8월,한국,2.2199
7274,사이보그 나이트 클럽,461382,이명행,문학과지성사,"7,200",2.0,4.5, 2004년 2월,한국,3.7399666666666667
7275,사랑의 무게,219171,정길연,자음과모음(이룸),"6,750",0.0,0.0, 2000년 1월,한국,2.2199
7276,메리고라운드 서커스 여인,48834,전경린,이수,"7,200",2.0,4.0, 1999년 1월,한국,3.406633333333333
7277,하얀 새,190436,송우혜,푸른숲,"6,120",1.0,5.0, 1996년 6월,한국,3.60995
7278,화엄경,222483,고은,민음사,"10,800",4.0,4.0, 1991년 7월,한국,3.64398
7279,지금 감은 두 눈이 다시는 떠지지 않기를,255156089,김명훈,바이북스,"11,700",7.0,5.0, 2020년 11월,한국,4.6524875
7280,"함양, 원스 어폰 어 타임",249896149,서철원,바른북스,"12,600",0.0,0.0, 2020년 8월,한국,2.2199
7281,도시 여행자,248488748,청열,메이드인,"8,100",0.0,0.0, 2020년 8월,한국,2.2199
7282,[POD] 내면,237366300,박채영,글ego,"13,500",0.0,0.0, 2020년 3월,한국,2.2199
7283,포옹,236819539,나여경,신생(전망),"13,000",0.0,0.0, 2020년 2월,한국,2.2199
7284,카니발,204014065,강희진,나무옆의자,"11,700",8.0,5.0, 2019년 8월,한국,4.6911000000000005
7285,무간도 가이아의 성소,200670134,홍지운,네오픽션,"10,800",3.0,4.5, 2019년 8월,한국,3.9299749999999998
7286,별을 수확하는 자들,200670954,홍지운,네오픽션,"10,800",1.0,5.0, 2019년 8월,한국,3.60995
7287,굿나잇 레시피 박스,200270790,이도우,시공사,"29,700",0.0,0.0, 2019년 7월,한국,2.2199
7288,다른 소년,174552746,이신조,문학동네,"12,150",1.0,5.0, 2018년 11월,한국,3.60995
7289,무궁화,175491458,장혁주,소명출판,"12,600",0.0,0.0, 2018년 11월,한국,2.2199
7290,한옥마을 남쪽 사람들,167539346,권행백,온하루출판사,"13,500",6.0,5.0, 2018년 9월,한국,4.602842857142857
7291,깨지기 쉬운,149690047,우윤식,새잎,"8,820",0.0,0.0, 2018년 6월,한국,2.2199
7292,첫번째 날,138221249,전혜정,문학동네,"12,150",2.0,5.0, 2018년 3월,한국,4.0733
7293,[큰글자책] 오돌할멈 손자 오돌이,138195594,이호철,지성사,"11,700",0.0,0.0, 2018년 3월,한국,2.2199
7294,"[큰글자책] 긴데요,의 김대호 씨",137285475,양귀자,지성사,"9,000",0.0,0.0, 2018년 3월,한국,2.2199
7295,아담의 눈물,124079336,이동환,한솜미디어(띠앗),"10,800",12.0,4.5, 2017년 11월,한국,4.324607692307692
7296,개는 왜 짖는가,133713607,송기숙,창비,"13,500",0.0,0.0, 2017년 2월,한국,2.2199
7297,무인행 제4부 1,93773858,소년행,씨앗을뿌리는사람,"11,700",0.0,0.0, 2016년 10월,한국,2.2199
7298,영화평론 외,93140489,심훈,글누림,"42,750",0.0,0.0, 2016년 9월,한국,2.2199
7299,연암 박지원 일대기,88194888,김용필,문예마당,"9,000",0.0,0.0, 2016년 7월,한국,2.2199
7300,중국색시,88335779,허련순,북치는마을,"13,770",1.0,4.0, 2016년 7월,한국,3.10995
7301,헤이그의 왕자 위종,79589431,김제철,작가와비평,"12,600",176.0,5.0, 2016년 3월,한국,4.984293220338984
7302,피어라 꽃,69052789,정이춘자,모시는사람들,"10,450",2.0,5.0, 2015년 10월,한국,4.0733
7303,국경을 넘는 그림자,69001345,윤후명,예옥,"15,300",1.0,5.0, 2015년 10월,한국,3.60995
7304,바이링궐 에디션 한국 대표 소설 세트 110-12 : 유머 - 전5권,56184897,김종광,도서출판 아시아,"27,000",0.0,0.0, 2015년 4월,한국,2.2199
7305,인간에겐 불륜이 필요하다,49319440,최류,새움,"11,700",1.0,1.0, 2014년 11월,한국,1.60995
7306,비주류 연애 블루스,47122816,한상운,네오픽션,"11,700",24.0,4.0, 2014년 10월,한국,3.9287959999999997
7307,허스토리,43797590,최문정,다차원북스,"12,420",12.0,4.5, 2014년 7월,한국,4.324607692307692
7308,23:59,43268456,권여원,예영커뮤니케이션,"9,900",0.0,0.0, 2014년 7월,한국,2.2199
7309,여행의 기술,33563468,김정남,작가정신,"11,520",18.0,4.0, 2013년 12월,한국,3.906310526315789
7310,거의 맞음,29477282,변소영,실천문학사,"10,800",0.0,0.0, 2013년 7월,한국,2.2199
7311,노래극의 연금술사,28714037,오해수,예솔,"18,000",2.0,5.0, 2013년 7월,한국,4.0733
7312,지식인의 언어생활,17551920,김병덕,자음과모음(이룸),"10,800",0.0,0.0, 2012년 6월,한국,2.2199
7313,조명희 단편집,19397727,조명희,지만지(지식을만드는지식),"15,200",0.0,0.0, 2012년 6월,한국,2.2199
7314,하늘을 베라,16987867,박영식,씨네21북스,"10,800",4.0,5.0, 2012년 5월,한국,4.44398
7315,파파라치,15527224,이석용,청어람,"11,700",10.0,4.5, 2012년 2월,한국,4.292718181818182
7316,키스 후에 남겨진 것들,12928326,김주연,블루닷,"10,800",2.0,5.0, 2011년 8월,한국,4.0733
7317,정한숙 작품집,6464377,정한숙,지만지(지식을만드는지식),"11,400",1.0,1.0, 2010년 3월,한국,1.60995
7318,사십구재 시사회,3683694,최승환,낮에뜨는달,"10,800",19.0,4.5, 2009년 5월,한국,4.385994999999999
7319,[세트] 최인훈 전집 - 전15권,163256056,최인훈,문학과지성사,"171,900",0.0,0.0, 2008년 11월,한국,2.2199
7320,고향없는 사람들,2585628,박화성,푸른사상,"11,700",0.0,0.0, 2008년 9월,한국,2.2199
7321,비스트 The Beast 1,2437264,한영우,피뢰침북스,"9,500",0.0,0.0, 2008년 8월,한국,2.2199
7322,창,1978653,최창학,책세상,"9,000",0.0,0.0, 2008년 3월,한국,2.2199
7323,하늘의 심장은 구름 2,1701783,상큼한,"꽃님(다진문화사,삼양출판사)","8,100",2.0,3.0, 2008년 1월,한국,2.7399666666666667
7324,바람난 마을,1021404,전상국,책세상,"9,000",0.0,0.0, 2007년 12월,한국,2.2199
7325,이병주 전집 세트 - 전30권,646603,이병주,한길사,"270,900",1.0,4.0, 2006년 4월,한국,3.10995
7326,사랑과 인생에 관한 여덟 편의 소설,602421,심상대,생각의나무,"8,100",0.0,0.0, 2005년 11월,한국,2.2199
7327,책략 1,576904,박영규,이가서,"8,010",0.0,0.0, 2005년 8월,한국,2.2199
7328,신들의 황혼,575954,고은주,문이당,"8,100",0.0,0.0, 2005년 7월,한국,2.2199
7329,달팽이의 뿔,576691,권정현,노블마인,"8,100",5.0,3.0, 2005년 7월,한국,2.8699833333333333
7330,41년생 소년,566622,문순태,랜덤하우스코리아,"8,100",2.0,4.0, 2005년 5월,한국,3.406633333333333
7331,유정의 사랑,556389,전상국,일송포켓북,"5,580",1.0,5.0, 2005년 4월,한국,3.60995
7332,생각을 헹구어주는 세탁소,513340,SETAKSO,이레,"8,550",3.0,4.0, 2004년 8월,한국,3.5549749999999998
7333,북국의 여명,448553,서정자,푸른사상,"19,800",0.0,0.0, 2003년 12월,한국,2.2199
7334,움직임,445646,조경란,작가정신,"6,300",2.0,4.5, 2003년 12월,한국,3.7399666666666667
7335,늑대 둘 여우 하나,346708,고영희,영언문화사,"6,750",0.0,0.0, 2002년 4월,한국,2.2199
7336,풍금새 1,307219,백기문,밝은세상,"6,750",0.0,0.0, 2001년 11월,한국,2.2199
7337,소설 윤동주,306925,최인수,좋은글,"6,300",0.0,0.0, 2001년 11월,한국,2.2199
7338,홀리데이,301496,이병천,문학동네,"7,200",1.0,2.0, 2001년 10월,한국,2.10995
7339,수화,276543,이화경,민음사,"6,300",1.0,5.0, 2001년 4월,한국,3.60995
7340,그 가을의 사흘동안,19334,박완서,나남출판,"7,500",2.0,3.5, 1985년 2월,한국,3.0732999999999997
7341,마나도 1,281369606,김선홍,다산글방,"17,000",0.0,0.0, 2021년 11월,한국,2.2199
7342,샤를로테의 고백,276846636,조영미,SISO,"13,500",14.0,5.0, 2021년 7월,한국,4.81466
