,title,book_id,author,publisher,price,review_cnt,review_score,pub_year,country
89,돌보는 마음,290374506,김유담,민음사,"11,700",17,5, 2022년 3월,한국
90,레이디 맥도날드,291520650,한은형,문학동네,"13,050",6,5, 2022년 3월,한국
91,움푹한,292320642,윤해서,시간의흐름,"13,500",5,5, 2022년 4월,한국
92,내게 무해한 사람,151335169,최은영,문학동네,"12,150",242,4.5, 2018년 6월,한국
93,므레모사,285549774,김초엽,현대문학,"12,600",43,4.5, 2021년 12월,한국
94,장미의 이름은 장미,287089545,은희경,문학동네,"13,500",26,4.5, 2022년 1월,한국
95,날씨가 좋으면 찾아가겠어요,154118491,이도우,시공사,"12,420",119,4.5, 2018년 6월,한국
96,돌이킬 수 있는,175316311,문목하,아작,"13,320",88,4.5, 2018년 12월,한국
97,한국이 싫어서,59713793,장강명,민음사,"11,700",953,4.5, 2015년 5월,한국
98,"땡스 갓, 잇츠 프라이데이",229634746,심너울,안전가옥,"9,000",38,4, 2020년 1월,한국
99,은하환담,291119945,곽재식,달다,"13,500",null,null, 2022년 3월,한국
100,유진과 데이브,293275648,서수진,현대문학,"11,700",null,null, 2022년 4월,한국
101,우아한 거짓말,5820877,김려령,창비,"10,800",281,4.5, 2009년 11월,한국
102,"알로하, 나의 엄마들",236466932,이금이,창비,"13,320",202,5, 2020년 3월,한국
103,엄마의 말뚝,14944743,박완서,세계사,"14,400",10,5, 2012년 1월,한국
104,브로콜리 펀치,282105147,이유리,문학과지성사,"12,600",21,5, 2021년 10월,한국
105,토지 1,18898138,박경리,마로니에북스,"12,150",61,4.5, 2012년 8월,한국
106,한국 SF 명예의 전당,292046852,김보영,아작,"22,320",53,5, 2022년 4월,한국
107,스노볼 1,284272577,박소영,창비,"13,500",35,5, 2021년 12월,한국
108,리시안셔스,291313098,연여름,황금가지,"12,420",9,4.5, 2022년 3월,한국
109,시간을 파는 상점,290841745,김선영,자음과모음,"11,700",32,5, 2022년 3월,한국
110,왕의 무사 귀인별 1,294042235,이은소,고즈넉이엔티,"13,500",null,null, 2022년 5월,한국
111,왕의 무사 귀인별 2,294042494,이은소,고즈넉이엔티,"13,500",null,null, 2022년 5월,한국
112,보건교사 안은영,251281173,정세랑,민음사,"12,600",95,4.5, 2020년 9월,한국
113,밤의 여행자들,32250088,윤고은,민음사,"11,700",93,4, 2013년 10월,한국
114,날마다 만우절,274785251,윤성희,문학동네,"12,600",31,4.5, 2021년 7월,한국
115,소설 보다 : 여름 2021,273050935,서이제,문학과지성사,"3,150",13,4.5, 2021년 6월,한국
116,내가 되는 꿈,260212159,최진영,현대문학,"12,600",67,5, 2021년 2월,한국
117,스노볼 2,284273573,박소영,창비,"13,500",27,5, 2021년 12월,한국
118,그들의 이해관계,287840193,임현,문학동네,"12,600",6,5, 2022년 2월,한국
119,"로지나 노, 지나",256807515,이란주,우리학교,"12,600",1,5, 2020년 11월,한국
120,호텔 해운대,286432593,오선영,창비,"12,600",22,4.5, 2021년 12월,한국
121,뼈,61638121,정미진,엣눈북스(atnoonbooks),"13,500",13,4.5, 2015년 7월,한국
122,28,27128005,정유정,은행나무,"13,050",385,4.5, 2013년 6월,한국
123,비행운,18012102,김애란,문학과지성사,"10,800",231,4.5, 2012년 7월,한국
124,광장 / 구운몽,52010705,최인훈,문학과지성사,"10,800",16,4.5, 2014년 12월,한국
125,나의 아름다운 정원,34105347,심윤경,한겨레출판,"9,900",51,4.5, 2013년 11월,한국
126,옥상에서 만나요,162341344,정세랑,창비,"11,700",171,4.5, 2018년 11월,한국
127,젊은작가상 수상작품집 10주년 특별판,187789982,편혜영,문학동네,"6,930",27,4, 2019년 4월,한국
128,스노볼 드라이브,264119337,조예은,민음사,"11,700",38,4.5, 2021년 2월,한국
129,얼마나 닮았는가,253658692,김보영,아작,"13,320",29,4.5, 2020년 10월,한국
130,곰탕 1,271374258,김영탁,arte(아르테),"13,500",103,4.5, 2021년 5월,한국
131,아홉살 인생,240121933,위기철,현북스,"10,800",6,5, 2020년 5월,한국
132,별뜨기에 관하여,247906126,이영도,황금가지,"12,420",23,4.5, 2020년 10월,한국
133,검은 꽃,246811887,김영하,복복서가,"9,900",9,4.5, 2020년 7월,한국
134,아침을 볼 때마다 당신을 떠올릴 거야,184552740,조수경,한겨레출판,"12,420",15,5, 2019년 2월,한국
135,여행하는 소설,291245020,장류진,창비교육,"14,400",4,5, 2022년 3월,한국
136,마르타의 일,198322700,박서련,한겨레출판,"12,600",37,4, 2019년 9월,한국
137,얼음나무 숲,235702011,하지은,황금가지,"14,220",24,4.5, 2020년 3월,한국
138,근로하는 자세,292635998,이태승,은행나무,"12,600",13,5, 2022년 4월,한국
139,산산조각,292325458,정호승,시공사,"14,400",5,4.5, 2022년 4월,한국
140,엘리베이터에 낀 그 남자는 어떻게 되었나,246810991,김영하,복복서가,"9,000",9,4, 2020년 7월,한국
141,영의 자리,292508411,고민실,한겨레출판,"12,600",23,5, 2022년 4월,한국
142,올리브색이 없으면 민트색도 괜찮아,293725598,구한나리,돌베개,"11,700",1,5, 2022년 5월,한국
143,서울에 수호신이 있었을 때,294527535,이수현,새파란상상(파란미디어),"13,500",null,null, 2022년 5월,한국
144,7년의 밤,9886703,정유정,은행나무,"13,050",864,4.5, 2011년 3월,한국
145,칼의 노래,14628764,김훈,문학동네,"12,600",229,4.5, 2012년 1월,한국
147,룬의 아이들 - 블러디드 4,270011623,전민희,엘릭시르,"13,050",17,5, 2021년 4월,한국
148,고구려 7,272421636,김진명,이타북스,"14,220",50,3.5, 2021년 6월,한국
149,너무 한낮의 연애,74920933,김금희,문학동네,"10,800",95,4, 2016년 5월,한국
150,소설 보다 : 겨울 2021,284703505,김멜라,문학과지성사,"3,150",5,4, 2021년 12월,한국
151,투명인간,42445860,성석제,창비,"12,600",210,4.5, 2014년 6월,한국
152,설이,179649906,심윤경,한겨레출판,"11,700",69,4.5, 2019년 1월,한국
153,더 셜리 클럽,249441091,박서련,민음사,"11,700",48,4.5, 2020년 8월,한국
154,놀이터는 24시,271381531,김초엽,자이언트북스,"12,600",49,5, 2021년 6월,한국
155,태평천하,539704,채만식,문학과지성사,"8,100",28,4.5, 2005년 1월,한국
156,이상 소설 전집,20623619,이상,민음사,"11,700",24,4.5, 2012년 11월,한국
157,체공녀 강주룡,156514443,박서련,한겨레출판,"11,700",77,4.5, 2018년 7월,한국
158,나를 마릴린 먼로라고 하자,289253350,한정현,문학과지성사,"12,600",10,4.5, 2022년 2월,한국
159,우리에게 다시 사랑이,291263225,천희란,문학동네,"13,050",7,5, 2022년 3월,한국
160,이어달리기,289249791,조우리,한겨레출판,"12,600",27,5, 2022년 2월,한국
161,시체를 보는 사나이 1부 : 더 비기닝 1,291689552,공한K,팩토리나인,"12,420",31,4.5, 2022년 4월,한국
162,시체를 보는 사나이 1부 : 더 비기닝 2,291696102,공한K,팩토리나인,"12,420",7,5, 2022년 4월,한국
163,저승 최후의 날 3,291802470,시아란,안전가옥,"13,500",1,5, 2022년 3월,한국
164,82년생 김지영,94764887,조남주,민음사,"11,700",1135,4, 2016년 10월,한국
165,2021 제12회 젊은작가상 수상작품집,268552539,전하영,문학동네,"12,600",193,3.5, 2021년 4월,한국
166,두근두근 내 인생,11905002,김애란,창비,"12,600",552,4.5, 2011년 6월,한국
167,달까지 가자,259678611,장류진,창비,"12,600",120,4, 2021년 4월,한국
168,연년세세,247906081,황정은,창비,"13,050",124,4.5, 2020년 9월,한국
169,환한 숨,265377110,조해진,문학과지성사,"12,600",45,5, 2021년 3월,한국
170,가시고백,15016771,김려령,비룡소,"11,700",135,4.5, 2012년 2월,한국
171,황만근은 이렇게 말했다,363224,성석제,창비,"12,600",141,4, 2002년 6월,한국
172,새의 선물,8360846,은희경,문학동네,"13,050",85,4.5, 2010년 12월,한국
173,당신들의 천국,36046,이청준,문학과지성사,"10,800",84,4.5, 1996년 11월,한국
174,붕대 감기,225071518,윤이형,작가정신,"10,800",147,4.5, 2020년 1월,한국
175,소설 보다 : 가을 2021,279736609,구소현,문학과지성사,"3,150",8,4, 2021년 9월,한국
176,유원,243194140,백온유,창비,"11,700",125,5, 2020년 6월,한국
177,곰탕 2,271374292,김영탁,arte(아르테),"13,500",35,4.5, 2021년 5월,한국
178,도깨비 1,100575022,김수연,알에이치코리아(RHK),"12,420",75,4.5, 2017년 1월,한국
179,김약국의 딸들,25238677,박경리,마로니에북스,"13,500",37,4.5, 2013년 3월,한국
180,그 산이 정말 거기 있었을까,260678458,박완서,웅진지식하우스,"11,700",31,5, 2021년 1월,한국
181,세 여자,253603160,조선희,한겨레출판,"22,500",9,4.5, 2020년 10월,한국
182,아무것도 아니라고 잘라 말하기,284167087,임솔아,문학과지성사,"12,600",6,5, 2021년 12월,한국
183,미스터 션샤인 1,166250102,김은숙,알에이치코리아(RHK),"13,320",9,4, 2018년 9월,한국
184,미스터 션샤인 2,168778733,김수연,알에이치코리아(RHK),"13,320",5,4.5, 2018년 10월,한국
185,신이 쉼표를 넣은 곳에 마침표를 찍지 말라,220694397,류시화,더숲,"16,200",17,4.5, 2019년 12월,한국
186,젊은 느티나무,943963,강신재,문학과지성사,"9,450",11,4.5, 2007년 7월,한국
187,선릉 산책,281363103,정용준,문학동네,"12,600",17,5, 2021년 10월,한국
188,토지 2,18899924,박경리,마로니에북스,"12,150",19,4.5, 2012년 8월,한국
189,뜨거운 피,74920753,김언수,문학동네,"14,850",87,4.5, 2016년 8월,한국
190,가슴 뛰는 소설,249298919,최진영,창비교육,"14,400",15,4, 2020년 8월,한국
191,토지 3,18899997,박경리,마로니에북스,"12,150",18,4.5, 2012년 8월,한국
192,연적,67266500,김호연,나무옆의자,"11,700",26,4.5, 2015년 9월,한국
193,빛 속으로,276916322,김사량,녹색광선,"15,750",18,4.5, 2021년 8월,한국
194,메시지를 입력하세요,289732596,오휘명,히읏,"13,770",18,5, 2022년 2월,한국
195,저녁의 구애,11130189,편혜영,문학과지성사,"9,900",54,4, 2011년 3월,한국
196,뜻밖의 계절,204472147,임하운,시공사,"11,520",16,4, 2019년 8월,한국
197,해설과 함께 읽는 운수 좋은 날 / 날개 외,190526299,전도현,서연비람,"10,800",null,null, 2019년 5월,한국
198,호출,7507714,김영하,문학동네,"9,900",19,4, 2010년 7월,한국
199,2의 세계,292884139,고요한,&(앤드),"13,500",20,4.5, 2022년 4월,한국
200,아랑은 왜,246812567,김영하,복복서가,"8,100",4,4, 2020년 7월,한국
201,저승 최후의 날 1,291802360,시아란,안전가옥,"13,500",5,5, 2022년 3월,한국
202,책에서 나오다 : SF 작가의 고전 SF 오마주,293016076,정보라,구픽,"13,320",null,null, 2022년 5월,한국
203,무진기행,965741,김승옥,민음사,"8,100",80,4.5, 2007년 8월,한국
204,디디의 우산,177297207,황정은,창비,"12,600",140,4.5, 2019년 1월,한국
205,"진이, 지니",192375095,정유정,은행나무,"12,600",138,4.5, 2019년 5월,한국
206,순이삼촌,54830137,현기영,창비,"13,500",41,4, 2015년 3월,한국
207,눈으로 만든 사람,272864870,최은미,문학동네,"13,320",50,5, 2021년 6월,한국
208,남한산성,112952239,김훈,학고재,"14,400",70,4.5, 2017년 7월,한국
209,작별,170717710,한강,은행나무,"10,800",90,4.5, 2018년 10월,한국
210,희랍어 시간,13849130,한강,문학동네,"9,000",136,4.5, 2011년 11월,한국
211,어떤 물질의 사랑,246058934,천선란,아작,"13,320",37,4, 2020년 7월,한국
212,한국단편문학선 1,203381,김동인,민음사,"9,900",34,4, 1998년 8월,한국
213,서영동 이야기,287206734,조남주,한겨레출판,"13,500",56,4.5, 2022년 1월,한국
214,한 스푼의 시간,91312487,구병모,위즈덤하우스,"10,800",90,4.5, 2016년 9월,한국
215,흰,143220344,한강,문학동네,"11,250",38,4.5, 2018년 4월,한국
216,2021 김승옥문학상 수상작품집,280557239,문진영,문학동네,"9,000",10,4.5, 2021년 10월,한국
217,키싱 마이 라이프,2862137,이옥수,비룡소,"9,900",46,4, 2008년 11월,한국
218,도깨비 2,101979697,김수연,알에이치코리아(RHK),"12,420",51,5, 2017년 2월,한국
219,파도가 바다의 일이라면,67523802,김연수,문학동네,"11,700",45,4, 2015년 10월,한국
220,서른의 반격,119877647,손원평,은행나무,"11,250",109,4.5, 2017년 10월,한국
221,술과 바닐라,271699276,정한아,문학동네,"12,150",13,4.5, 2021년 5월,한국
222,김보영의 스텔라 오디세이 트릴로지 세트 - 전3권,239729466,김보영,새파란상상(파란미디어),"27,000",7,5, 2020년 5월,한국
223,당신 엄마가 당신보다 잘하는 게임,287395908,박서련,민음사,"11,700",5,4.5, 2022년 1월,한국
224,운수 좋은 날 「현진건」,15225976,현진건,사피엔스21,"6,300",7,3.5, 2012년 2월,한국
225,표,533719,송명희,드림북,"8,910",17,4.5, 2004년 12월,한국
226,미래로 가는 사람들,239729988,김보영,새파란상상(파란미디어),"9,000",3,5, 2020년 5월,한국
227,강산무진,643165,김훈,문학동네,"12,600",82,4.5, 2006년 4월,한국
228,삼개주막 기담회,270808136,오윤희,고즈넉이엔티,"13,500",14,4.5, 2021년 5월,한국
229,우리에게 허락된 미래,286910654,조해진,마음산책,"12,600",5,5, 2022년 1월,한국
230,에세이스트의 책상,274561410,배수아,문학동네,"11,250",7,5, 2021년 6월,한국
231,빛의 호위,102740973,조해진,창비,"12,600",51,4.5, 2017년 2월,한국
232,우리가 다시 만날 세계,288184414,황모과,문학과지성사,"12,600",8,4, 2022년 2월,한국
233,그 남자네 집,260942557,박완서,현대문학,"11,700",11,5, 2021년 1월,한국
234,토지 세트 - 전21권,18908554,박경리,마로니에북스,"243,000",63,4.5, 2012년 8월,한국
235,식물들의 사생활,35386824,이승우,문학동네,"11,700",23,4, 2014년 1월,한국
236,사라지는 건 여자들뿐이거든요,247068451,강화길,은행나무,"11,700",19,4, 2020년 7월,한국
237,유령해마,270015703,문목하,아작,"13,320",23,4.5, 2021년 4월,한국
238,GV 빌런 고태경,238006701,정대건,은행나무,"12,150",43,5, 2020년 4월,한국
239,천국에서,31397765,김사과,창비,"12,600",36,4, 2013년 9월,한국
240,토지 4,18901366,박경리,마로니에북스,"12,150",16,4.5, 2012년 8월,한국
241,삼개주막 기담회 2,285026108,오윤희,고즈넉이엔티,"13,500",14,4.5, 2022년 1월,한국
242,제2회 한국과학문학상 수상작품집,131449200,김초엽,허블,"10,800",27,4, 2018년 3월,한국
243,몫,165527224,최은영,미메시스,"7,020",29,4.5, 2018년 9월,한국
244,2022 신춘문예당선 소설집,288530154,이언주,한국소설가협회,"16,200",1,2, 2022년 1월,한국
245,은의 세계,286617264,위수정,문학동네,"13,050",3,5, 2022년 1월,한국
246,당신 옆을 스쳐간 그 소녀의 이름은,286684493,최진영,한겨레출판,"12,420",5,5, 2022년 1월,한국
247,일의 기쁨과 슬픔,284991508,장류진,창비,"13,050",26,4.5, 2021년 12월,한국
248,우리들의 행복한 시간,90023663,공지영,해냄,"15,120",8,4.5, 2016년 8월,한국
249,여성작가SF단편모음집,139325522,파출리,온우주,"13,500",5,4.5, 2018년 3월,한국
250,풀이 눕는다,115480668,김사과,문학동네,"11,700",3,4, 2017년 8월,한국
251,일 퍼센트,275428529,김태호,사계절,"8,100",11,5, 2021년 7월,한국
252,내가 죽기 일주일 전,137394416,서은채,황금가지,"10,800",21,4.5, 2018년 3월,한국
253,당신의 간을 배달하기 위하여,289747303,박애진,사계절,"13,500",19,5, 2022년 3월,한국
254,네메시스,292682228,한수옥,북오션,"13,500",9,5, 2022년 5월,한국
255,누군가 이름을 부른다면,124869924,김보현,은행나무,"12,600",29,5, 2017년 12월,한국
256,고양이달 1,262948422,박영주,아띠봄,"29,700",28,5, 2021년 3월,한국
257,야운하시곡,267266396,하지은,황금가지,"12,420",18,4.5, 2021년 3월,한국
258,겨울에 대한 감각,291805047,민병훈,자음과모음,"10,800",11,5, 2022년 4월,한국
259,세상의 B급 인생들에게,293959665,조현구,책의영도,"9,000",null,null, 2022년 4월,한국
260,아리랑 세트 - 전12권,253268519,조정래,해냄,"189,000",1,5, 2020년 10월,한국
261,열세 개의 바다 : 바리,280385454,정은경,뜰book,"12,600",10,5, 2021년 10월,한국
262,죽음의 꽃,292685206,이동건,델피노,"12,600",18,5, 2022년 5월,한국
263,감귤마켓 셜록,292316976,박희종,메이드인,"11,700",15,5, 2022년 4월,한국
264,들개,40056563,이외수,해냄,"13,050",1,4, 2014년 4월,한국
265,2020 제11회 젊은작가상 수상작품집,248169469,강화길,문학동네,"11,700",26,4, 2020년 8월,한국
266,달콤한 나의 도시,673906,정이현,문학과지성사,"10,800",351,4, 2006년 7월,한국
267,상아의 문으로,283838333,구병모,문학과지성사,"12,600",24,4.5, 2021년 11월,한국
268,일곱 해의 마지막,242925601,김연수,문학동네,"12,150",64,4.5, 2020년 7월,한국
269,계속해보겠습니다,47952241,황정은,창비,"12,150",196,4.5, 2014년 11월,한국
270,흑산,13426352,김훈,학고재,"12,420",195,4.5, 2011년 10월,한국
271,타인의 집,274046530,손원평,창비,"12,600",23,4.5, 2021년 6월,한국
272,복자에게,249770777,김금희,문학동네,"12,600",71,4, 2020년 9월,한국
273,너를 닮은 사람,279705519,정소현,문학과지성사,"12,600",13,4.5, 2021년 10월,한국
274,마음의 부력,261799831,이승우,문학사상사,"13,950",14,3.5, 2021년 1월,한국
275,사랑이 한 일,255002163,이승우,문학동네,"12,600",25,4.5, 2020년 11월,한국
276,단순한 진심,197115168,조해진,민음사,"11,700",50,4.5, 2019년 7월,한국
277,나목,14944477,박완서,세계사,"12,600",25,4.5, 2012년 1월,한국
278,호수의 일,287729746,이현,창비,"12,600",141,5, 2022년 1월,한국
279,네 번의 노크,281978376,케이시,인플루엔셜(주),"12,420",44,4.5, 2021년 10월,한국
280,룬의 아이들 - 윈터러 세트 - 전7권,195219761,전민희,엘릭시르,"91,800",59,5, 2019년 6월,한국
281,다윈 영의 악의 기원,92749186,박지리,사계절,"18,000",38,5, 2016년 9월,한국
282,날개,557255,이상,문학과지성사,"10,800",16,4.5, 2005년 4월,한국
283,우리는 이 별을 떠나기로 했어,265649931,천선란,허블,"11,700",39,4.5, 2021년 3월,한국
284,내일의 연인들,253989088,정영수,문학동네,"12,150",20,4.5, 2020년 10월,한국
285,곁에 있다는 것,259678509,김중미,창비,"12,600",27,5, 2021년 3월,한국
286,알려지지 않은 예술가의 눈물과 자이툰 파스타,166365615,박상영,문학동네,"12,150",88,4, 2018년 9월,한국
287,파씨의 입문,14758147,황정은,창비,"11,700",63,4, 2012년 1월,한국
288,나목.도둑맞은 가난,592849,박완서,민음사,"9,900",18,4.5, 2005년 10월,한국
290,산 자들,195775607,장강명,민음사,"12,600",72,4.5, 2019년 6월,한국
291,사랑의 생애,103635484,이승우,위즈덤하우스,"12,150",58,4, 2017년 3월,한국
292,노란집,30707670,박완서,열림원,"11,700",92,4.5, 2013년 8월,한국
293,"나혜석, 글 쓰는 여자의 탄생",136533171,나혜석,민음사,"10,800",18,4.5, 2018년 3월,한국
294,진화 신화,289034480,김보영,에디토리얼,"10,800",46,5, 2022년 3월,한국
295,소설가 구보씨의 일일,556483,박태원,문학과지성사,"9,900",21,4.5, 2005년 4월,한국
296,이제야 언니에게,198322728,최진영,창비,"12,600",136,5, 2019년 9월,한국
297,소설 보다 : 여름 2020,243188368,강화길,문학과지성사,"3,150",14,4.5, 2020년 6월,한국
298,시소 첫번째,286223550,김리윤,자음과모음,"12,420",36,4.5, 2022년 1월,한국
299,일주일,278969576,최진영,자음과모음,"10,800",26,5, 2021년 9월,한국
300,완벽한 생애,279426778,조해진,창비,"12,600",20,4.5, 2021년 9월,한국
301,0%를 향하여,279028232,서이제,문학과지성사,"12,600",6,4.5, 2021년 9월,한국
302,"오, 사랑",248640959,조우리,사계절,"10,800",35,4.5, 2020년 8월,한국
303,팬데믹 : 여섯 개의 세계,252103654,김초엽,문학과지성사,"11,700",35,4, 2020년 9월,한국
304,수난이대 「하근찬」,18244490,하근찬,사피엔스21,"7,200",null,null, 2012년 7월,한국
305,내가 말하고 있잖아,243989829,정용준,민음사,"11,700",41,4.5, 2020년 6월,한국
306,밸런스 게임,265673070,김동식,요다,"11,700",4,4.5, 2021년 3월,한국
307,홀,80773184,편혜영,문학과지성사,"11,700",120,4, 2016년 3월,한국
308,뉴서울파크 젤리장수 대학살,195392998,조예은,안전가옥,"13,500",30,4, 2019년 6월,한국
309,"친애하고, 친애하는",184661515,백수린,현대문학,"10,080",47,4.5, 2019년 2월,한국
310,나의 할머니에게,239375881,윤성희,다산책방,"13,320",72,4.5, 2020년 5월,한국
312,너도 하늘말나리야,278129107,이금이,밤티,"11,250",34,4.5, 2021년 9월,한국
313,"[USB] 100인의 배우, 우리 문학을 읽다",142321307,나혜석,커뮤니케이션북스,"70,000",76,4.5, 2018년 5월,한국
314,불펜의 시간,275468221,김유원,한겨레출판,"12,420",31,4.5, 2021년 7월,한국
315,플라멩코 추는 남자,279731876,허태연,다산북스,"12,600",78,4.5, 2021년 9월,한국
316,겨울방학,213543424,최진영,민음사,"11,700",17,4.5, 2019년 10월,한국
317,희망,244151572,양귀자,쓰다,"17,820",5,5, 2020년 6월,한국
318,기괴한 레스토랑 1,279428843,김민정,팩토리나인,"12,600",94,5, 2021년 9월,한국
319,백 오피스,287835796,최유안,민음사,"12,600",6,4.5, 2022년 1월,한국
320,다른 세계에서도,263262778,이현석,자음과모음,"12,420",44,5, 2021년 2월,한국
321,귀신이 오는 밤,287627626,배명은,구픽,"13,320",9,4.5, 2022년 2월,한국
322,유년의 뜰,125487624,오정희,문학과지성사,"11,700",33,4.5, 2017년 12월,한국
323,아홉수 가위,281635989,범유진,안전가옥,"9,000",4,5, 2021년 10월,한국
324,감정을 할인가에 판매합니다,290647933,신조하,네오픽션,"12,600",26,5, 2022년 3월,한국
325,산책하기 좋은 날,289812716,오한기,현대문학,"11,700",10,4.5, 2022년 2월,한국
326,퀴즈쇼,6420805,김영하,문학동네,"11,700",52,4, 2010년 2월,한국
327,위험한 장난감,291888788,박상민,몽실북스,"14,400",52,5, 2022년 4월,한국
328,북해에서,282120772,우다영,현대문학,"11,700",5,4.5, 2021년 10월,한국
329,타워,233986715,배명훈,문학과지성사,"11,700",17,4.5, 2020년 2월,한국
330,토지 8,18901149,박경리,마로니에북스,"12,150",13,4.5, 2012년 8월,한국
331,해설과 함께 읽는 빈처 / 벙어리 삼룡이 외,174114628,전도현,서연비람,"10,800",null,null, 2018년 11월,한국
332,인간 문제,672413,강경애,문학과지성사,"9,450",11,4.5, 2006년 7월,한국
333,어떤 작위의 세계,13020790,정영문,문학과지성사,"9,900",25,4.5, 2011년 9월,한국
334,살인자의 정석,186011066,김동식,요다,"11,700",4,3.5, 2019년 3월,한국
335,얼음 속의 엄마를 떠나보내다,283108294,남유하,고블,"10,080",28,5, 2021년 12월,한국
336,위치스 딜리버리,250050177,전삼혜,안전가옥,"9,000",2,4.5, 2020년 8월,한국
337,너의 다정한 우주로부터,286205080,이경희,다산책방,"13,500",63,5, 2022년 1월,한국
338,복덕방,61722,이태준,범우사,"4,410",5,4, 1994년 10월,한국
339,태백산맥 세트 - 전10권,253267401,조정래,해냄,"157,500",2,4.5, 2020년 10월,한국
340,망해버린 이번 생을 애도하며,288264671,정지혜,몽실북스,"13,050",43,5, 2022년 2월,한국
341,파우스터,179157344,김호연,위즈덤하우스,"15,120",58,4.5, 2019년 4월,한국
342,부주의한 사랑,274560150,배수아,문학동네,"11,250",1,4, 2021년 6월,한국
343,젊은 날의 초상,243410429,이문열,알에이치코리아(RHK),"13,500",1,5, 2020년 6월,한국
344,내가 죽인 남자가 돌아왔다,199659387,황세연,마카롱,"12,420",41,4, 2019년 7월,한국
345,뒤틀린 집,282708889,전건우,안전가옥,"11,700",23,5, 2021년 11월,한국
346,2022 올해의 문제소설,290092510,한국현대소설학회,푸른사상,"15,750",1,5, 2022년 2월,한국
347,죽이고 싶은 아이,280981185,이꽃님,우리학교,"12,600",10,5, 2021년 10월,한국
348,사물들,289825508,박서련,아침달,"11,700",3,4.5, 2022년 3월,한국
349,사랑손님과 어머니,18781936,주요섭,문학과지성사,"8,550",5,4, 2012년 8월,한국
350,너와 나만의 시간 / 내일,31262,황순원,문학과지성사,"9,900",3,5, 1991년 4월,한국
352,책섬,37911962,김한민,워크룸프레스(Workroom),"10,800",14,4, 2014년 2월,한국
353,적어도 두 번,246519260,김멜라,자음과모음,"11,700",30,4.5, 2020년 7월,한국
354,The 짧은 소설 3 : 괴담,246284988,김희선,민음사,"11,700",7,4, 2020년 7월,한국
355,가시고기 우리 아빠,289270140,조창인,산지,"15,300",8,5, 2022년 2월,한국
356,불온한 파랑,258538920,정이담,황금가지,"12,420",14,4.5, 2020년 12월,한국
357,근대여성작가선,270770450,김명순,문학과지성사,"11,700",1,3, 2021년 4월,한국
358,살변의 창,292048406,박성신,북오션,"13,500",7,5, 2022년 4월,한국
359,탐정도 보험이 되나요?,290837132,한켠,황금가지,"13,500",10,5, 2022년 3월,한국
360,나의 작은 인형 상자,67922367,정유미,컬쳐플랫폼,"13,050",null,null, 2015년 10월,한국
361,박경리 단편선,39254171,박경리,서문당,"4,500",1,1, 1997년 9월,한국
362,교보문고 스토리공모전 단편 수상작품집 2022,291860838,정욱,마카롱,"10,620",5,4.5, 2022년 4월,한국
363,붉은 기억,290828137,최정원,아프로스미디어,"13,500",17,4.5, 2022년 3월,한국
364,칼,44298044,이외수,해냄,"13,050",2,4.5, 2014년 7월,한국
365,베로니카의 눈물,220791207,권지예,은행나무,"12,600",19,4.5, 2019년 12월,한국
366,마침표 없는 편지,294231005,이춘해,창해,"13,500",null,null, 2022년 5월,한국
367,메타버스 장르문학상 수상작품집 2 : 행운을 빌어요,294114107,최난영,고즈넉이엔티,"11,250",null,null, 2022년 5월,한국
368,메타버스 장르문학상 수상작품집 1 : 러브 플레이어스,294114012,조혜린,고즈넉이엔티,"11,250",null,null, 2022년 5월,한국
369,꽝수반점,294380058,윤희웅,보민출판사,"12,600",null,null, 2022년 5월,한국
370,포스트 잇,294115040,권소희,도화,"11,700",null,null, 2022년 4월,한국
371,이데온,293015175,고승현,99퍼센트,"14,400",9,4.5, 2022년 4월,한국
372,엄마를 부탁해,2727875,신경숙,창비,"11,700",1363,4.5, 2008년 10월,한국
374,오직 두 사람,109495099,김영하,문학동네,"11,700",279,4, 2017년 5월,한국
375,정글만리 1,27942886,조정래,해냄,"14,850",226,4, 2013년 7월,한국
376,내 심장을 쏴라,211924202,정유정,은행나무,"10,800",291,4.5, 2009년 5월,한국
377,죽은 왕녀를 위한 파반느,4259824,박민규,예담,"11,520",380,4.5, 2009년 7월,한국
378,기나긴 하루,14777792,박완서,문학동네,"10,800",52,4.5, 2012년 1월,한국
379,2019 제10회 젊은작가상 수상작품집,187789500,박상영,문학동네,"11,700",80,4, 2019년 4월,한국
380,대불호텔의 유령,277170864,강화길,문학동네,"12,600",83,4, 2021년 8월,한국
381,바늘과 가죽의 시,260214589,구병모,현대문학,"11,700",26,4.5, 2021년 4월,한국
382,딸에 대하여,118320946,김혜진,민음사,"11,700",148,4.5, 2017년 9월,한국
383,프리즘,250448603,손원평,은행나무,"12,150",118,4.5, 2020년 9월,한국
384,구운몽,398093,김만중,민음사,"7,200",57,4, 2003년 1월,한국
385,카스테라,565870,박민규,문학동네,"10,800",176,4, 2005년 6월,한국
386,어쩌면 스무 번,266555498,편혜영,문학동네,"12,150",27,4.5, 2021년 3월,한국
387,침이 고인다,988304,김애란,문학과지성사,"11,700",171,4.5, 2007년 9월,한국
388,최선의 삶,62884653,임솔아,문학동네,"9,000",72,4, 2015년 7월,한국
389,공무도하,4583846,김훈,문학동네,"11,700",171,4, 2009년 10월,한국
390,글자전쟁,63560971,김진명,새움,"12,780",1535,5, 2015년 8월,한국
